"ADIPOR2"	"AEBP2"	"ALG10"	"ARNTL2"	"ATN1"	"C12orf4"	"CCDC77"	"CD9"	"CDCA3"	"COPS7A"	"DERA"	"DNM1L"	"EMG1"	"ERC1"	"ERGIC2"	"FKBP4"	"FOXJ2"	"GAPDH"	"ITFG2"	"KDM5A"	"LPCAT3"	"M6PR"	"MLF2"	"MRPL51"	"MRPS35"	"NCAPD2"	"NECAP1"	"PARP11"	"PEX5"	"PLEKHA5"	"PLEKHG6"	"RAD51AP1"	"RAD52"	"STRAP"	"TULP3"	"USP5"	"WBP11"	"ZNF384"
"TCGA.80.5607.01A.31R.1949.07"	1409.2758	830.7567	81.367	123.6778	3681.0415	136.6965	113.9138	6327.9089	164.1334	1123.6778	943.8568	1051.2612	642.799	1034.9878	957.6892	2135.0692	710.3336	63299.4304	270.1383	1752.6444	1548.4133	2915.6794	3604.5566	1381.6111	1192.026	1621.6436	963.3849	139.1375	1114.7274	1290.4801	205.0448	36.6151	58.2343	2223.7592	556.55	2252.2376	1781.1229	800.6509
"TCGA.80.5608.01A.31R.1949.07"	3011.6252	462.454	39.0107	201.0824	5144.4459	407.1297	128.7353	5699.4617	349.5606	1932.4477	1063.9279	1207.5581	1176.3496	1551.5615	702.1924	1410.7684	730.5638	85821.3878	458.5529	1862.9377	1950.5344	2772.7166	6187.4499	2142.0415	1351.5431	2087.4265	1049.0329	219.5238	1167.1289	1222.4531	164.9088	197.5359	100.0092	2093.4554	630.1999	2439.232	2313.6885	1405.8034
"TCGA.80.5611.01A.01R.1628.07"	866.7781	338.9075	120.4013	46.2653	1608.1382	241.9175	101.4493	3868.4504	237.2185	1179.4872	650.5017	661.0925	516.165	402.4526	856.7447	943.7012	434.2252	61702.9431	205.6856	565.7748	764.214	2902.854	1909.1416	1002.7871	778.7068	1263.0992	359.5318	69.1193	367.893	235.2285	161.0925	219.0635	49.0524	972.6867	310.4794	1104.2363	1185.0613	643.8127
"TCGA.83.5908.01A.21R.2287.07"	999.249	1746.5265	360.4957	1892.6023	2229.816	297.0334	105.8956	2414.9456	184.3447	726.2486	313.1806	1344.3485	362.7488	483.665	873.0755	1037.5516	403.6801	25306.7968	253.4735	950.8074	509.5757	2446.0345	1622.9816	779.9474	4091.626	1636.8757	429.9662	232.0691	390.9125	1377.7694	71.7236	209.9136	76.9808	1014.2696	254.2246	963.9504	1161.8475	644.7615
"TCGA.86.6562.01A.11R.1755.07"	1630.4435	891.3306	111.4833	224.5746	3593.1931	475.412	131.3145	9420.8763	160.4341	1798.2045	1178.0785	1232.2122	549.8915	1463.7545	907.4099	2189.468	821.6535	58829.9611	478.6279	1636.8753	1471.2582	3723.9502	3944.2583	1794.4526	1362.4548	1904.864	924.0252	107.1955	927.2411	1570.95	626.0217	173.1207	98.6199	2150.3417	966.3674	2213.0511	2110.1434	928.849
"TCGA.86.6851.01A.11R.1949.07"	2783.2526	950.7263	199.6582	507.5477	5416.1208	568.2142	246.9382	13611.2219	247.3512	1725.1495	1794.0758	1205.0698	582.6659	2081.7431	1004.2723	3548.2768	1239.2481	52903.7311	595.8416	2706.0666	1901.1678	5785.8331	4317.0037	1732.5548	1310.168	3831.9567	1450.2991	483.0533	1768.7269	1804.3293	747.9351	276.5594	385.0755	3467.3882	957.5619	3197.6645	2759.3278	2358.3025
"TCGA.86.7701.01A.11R.2170.07"	2947.313	1642.7819	237.0917	48.4721	3560.5901	582.7187	115.9115	6256.059	501.981	1213.9094	1753.4247	1061.117	759.6839	1025.2898	868.2824	4251.844	569.02	65438.3562	515.2792	1567.9663	1306.6386	2696.6913	3791.3593	1779.7682	1047.4183	3360.3793	798.7355	373.0242	1279.2413	1736.5648	131.7176	368.8093	101.1591	4363.5406	806.1117	1510.0105	1482.6133	1355.1106
"TCGA.86.7711.01A.11R.2066.07"	2449.6763	730.4297	130.9594	605.9447	4744.5556	386.1095	227.1925	3934.9617	259.0642	1849.6174	636.5509	2213.6551	557.6133	1932.0188	1393.1725	5349.9117	840.7887	96955.5621	109.4762	1497.6457	1542.6722	3449.1524	4509.4173	1952.6192	1801.0594	2487.0512	938.4932	91.8187	1201.8835	428.1931	644.7911	274.5733	83.8729	4842.5544	601.236	3503.5315	2525.309	1023.249
"TCGA.86.7713.01A.11R.2066.07"	2307.942	1717.309	138.7603	196.2364	3770.8171	478.0857	444.8987	3633.0187	257.2669	1421.5115	821.0185	1666.326	781.0978	2069.1397	954.2476	2893.0439	801.0581	39315.0965	607.4671	4380.208	1063.6686	2709.2238	3569.0495	1596.3446	1735.5859	3508.928	821.7399	42.566	1187.7593	1742.8005	196.7174	281.3684	447.0631	2781.4585	996.0921	2632.1169	2342.572	1156.7366
"TCGA.86.7714.01A.12R.2170.07"	1310.1504	1207.7068	146.6165	200.188	3116.5414	244.3609	151.3158	7925.7519	43.0545	1333.6466	706.7669	806.391	445.4887	1513.1579	735.9023	1145.6767	1001.8797	37966.1654	453.0075	1690.7895	1433.2707	3057.218	2075.188	996.2406	1155.0752	1503.7594	1107.1429	178.5714	1037.594	1752.8195	82.7068	53.5714	125	1666.3534	541.3534	1495.3008	2156.015	1100.5639
"TCGA.86.7953.01A.11R.2187.07"	1408.0804	1148.6816	163.0844	220.1049	3712.5342	364.281	153.3348	2508.9002	212.0984	756.629	904.055	1380.8996	245.4834	1099.3426	1128.296	1363.7639	686.9045	43401.1375	262.6486	1255.6319	721.7667	4272.7646	2705.9606	1020.7549	1738.6808	2192.481	894.3053	58.4977	746.5839	742.7432	175.7885	178.7429	51.407	2767.7081	521.4565	1683.7285	2334.589	855.3069
"TCGA.86.7954.01A.11R.2187.07"	1665.2573	2864.8955	90.7154	115.602	6372.8271	556.067	233.6123	4147.2213	191.0457	1499.6147	664.1762	2886.0357	505.4911	1500.4175	2628.8748	2091.0045	929.365	45715.2338	481.6749	1555.2749	1512.7269	3718.2469	4338.2857	1053.7977	1990.9231	2414.2619	903.6757	322.7222	1102.5004	2091.2721	206.3174	218.6269	157.8823	2401.1496	820.7206	2813.5169	1876.9267	1464.5594
"TCGA.86.7955.01A.11R.2187.07"	3591.5355	231.9452	115.0689	282.2502	5175.0885	426.8394	226.8243	10855.6367	360.6476	1709.7673	418.7062	574.7421	1078.9969	2112.2072	1147.6768	4868.1377	771.1424	114327.5849	412.9829	1805.2564	967.5427	2633.2977	5954.9665	2260.1099	1670.6077	3177.3477	1136.5314	96.9953	1160.9308	361.473	1613.3745	298.8177	201.1868	775.0584	1114.5418	2920.0994	746.1405	1541.0799
"TCGA.86.8054.01A.11R.2241.07"	2602.6143	972.1089	96.9112	151.8608	2824.744	514.5283	301.7234	4907.1684	451.0099	1163.6	568.4789	2418.7828	717.3424	1026.7255	1072.0173	5643.4935	608.7753	54714.1787	488.2191	2026.1427	843.227	2869.2132	3245.0254	1999.8335	1835.3176	3844.4759	1014.7365	304.7207	1102.3229	1659.8118	102.9057	593.789	203.8132	4373.3245	817.9169	1606.5273	2820.0816	1290.1507
"TCGA.86.8055.01A.11R.2241.07"	1676.3823	725.2465	186.8838	333.9048	3018.0026	436.7767	151.736	7433.3476	99.2842	1435.9194	822.9747	1231.4616	456.9224	1442.3489	1090.8701	2307.3296	988.4269	58570.9387	316.7595	1669.5242	1305.1865	3519.8928	2705.958	1179.1685	939.9914	1462.9233	865.838	130.3043	754.3935	828.1183	350.1929	200.6001	99.0141	2362.6232	660.9516	1939.9914	1914.2735	1096.4423
"TCGA.86.8056.01A.11R.2241.07"	1417.6338	872.6832	118.4826	146.8907	4197.471	490.2131	147.93	5081.2403	57.0899	1865.5812	682.4874	1401.3511	466.6447	1556.2099	985.2763	545.99	1336.5668	17756.4525	465.6158	2071.0203	1531.2662	4260.9285	2375.1949	1052.1393	939.8926	957.2146	1068.422	209.25	859.172	1679.5427	189.5029	70.3274	89.0352	2011.779	734.1071	1342.1098	1628.2695	1141.5209
"TCGA.86.8073.01A.11R.2241.07"	1124.2482	567.7952	62.5537	49.8367	2215.1572	300.0516	142.6362	7662.485	63.8632	1000.5156	413.8168	770.9228	276.3361	602.8527	681.9041	1962.1928	603.1964	16112.0467	233.0297	1049.6649	1126.9978	2196.3705	1908.5754	727.9601	912.5279	839.3195	591.1669	215.5009	655.4391	828.321	418.9723	130.2629	73.2085	1598.5565	615.5697	1308.1285	1136.2777	789.8264
"TCGA.86.8074.01A.11R.2241.07"	858.4703	596.8549	113.6526	138.3131	2187.634	289.8499	124.732	3298.0701	95.7398	967.8342	641.1723	1085.7756	333.4525	829.8785	585.4182	2105.4325	727.6626	37650.822	267.3338	931.0222	616.1544	1762.5447	1867.4053	915.654	880.9864	1081.8442	526.8049	182.9878	437.0979	492.1372	164.4031	150.1072	51.4653	1377.055	425.3038	1201.5726	1148.6776	790.5647
"TCGA.86.8075.01A.11R.2241.07"	1957.7203	818.7402	113.9837	214.2551	3682.0454	431.3669	177.9746	10235.9663	144.8165	1531.7812	770.747	1046.4219	610.4328	1548.3502	778.4602	2461.077	763.0339	49788.8873	443.0796	1761.4626	1613.1981	4067.0247	2808.7416	1238.3945	796.4576	1780.3171	878.4459	240.2514	832.4525	728.1817	676.4748	212.8267	140.837	2335.095	828.1674	2507.9274	1886.0163	1128.1246
"TCGA.86.8076.01A.31R.2241.07"	1370.4931	798.2849	91.2103	129.0197	3833.5607	420.5808	175.7942	3747.0279	51.7326	1141.6878	560.9043	1072.6954	475.5408	1028.2596	828.2986	2512.1809	912.1029	72748.3921	369.1288	1743.9096	1198.207	3099.0762	2913.2723	1372.0522	1554.8626	1237.9653	801.0134	269.3432	1104.2682	450.9842	66.6537	66.6537	92.3797	2219.8402	518.4175	1655.8176	1550.5749	975.2485
"TCGA.86.8278.01A.11R.2287.07"	1644.649	934.2063	147.5335	274.8428	4306.7349	359.3699	155.3121	12827.1213	106.5171	1972.9046	530.2392	1055.0334	597.9179	1364.3612	1233.4219	1757.179	1075.517	48355.9992	465.4178	1852.8554	1832.1125	3549.2008	3264.9251	1319.2455	1056.0705	1615.3497	1185.4541	107.085	1265.5733	1257.0169	173.4621	85.8236	143.4757	2031.7625	807.6749	2063.6546	2121.9939	1464.4455
"TCGA.86.8279.01A.11R.2287.07"	1223.4074	778.963	68.7407	50.3704	5621.037	297.4815	147.2593	8386.0741	149.3333	1244.1481	461.9259	960.2963	759.0785	1193.7778	607.1111	1813.037	848	51699.5556	438.2222	1166.8148	1920.2963	1925.7007	3345.4815	1220.1481	874.963	1580.7407	749.037	135.4074	895.7037	285.9259	268.4444	141.3333	127.1111	1508.4444	524.1481	1604.7407	1895.4074	903.7037
"TCGA.86.8280.01A.11R.2287.07"	1406.7612	777.8989	129.4075	123.2279	5655.398	371.5013	117.0483	11486.3686	120.4035	2041.803	569.2475	1104.3257	919.233	1000.727	677.5718	1723.0098	1071.9738	38121.0469	806.9793	1317.3391	1675.0273	3612.8208	4699.0185	1588.8768	1288.6223	1254.4529	1177.7535	169.0294	855.3253	1063.2497	482.7336	167.5754	124.6819	1873.5005	631.0433	2749.5456	1869.8655	1105.4162
"TCGA.86.8281.01A.11R.2287.07"	1801.8802	812.6741	83.5655	20.8914	4347.8412	306.0585	345.7521	18142.7577	29.2479	1915.0418	754.5265	1137.5348	697.7159	1043.8719	730.5014	2111.4206	880.9192	27188.3705	379.5265	1370.8217	1365.2507	3125.3586	3854.805	1625	1528.5515	1149.3733	1082.8691	164.6936	1125	335.6546	152.1588	37.9526	126.163	1857.2423	629.5265	2229.1086	1379.5265	1110.0279
"TCGA.86.8358.01A.11R.2326.07"	1190.2887	493.3564	146.5481	143.2325	2539.7246	344.1559	210.8701	2115.9951	560.6956	812.314	632.6103	1395.1908	316.9682	1327.5532	849.4484	2558.9549	533.8064	47679.8488	286.465	1119.3356	468.8212	2245.4548	2169.0442	1087.5061	707.5421	3263.8446	734.0666	119.3604	655.8192	370.6804	125.3284	520.5441	110.0768	1600.7559	493.3564	1639.8796	1631.9223	994.0071
"TCGA.86.8359.01A.11R.2326.07"	1435.6015	894.2892	48.6027	143.3779	4873.0255	230.2552	117.2539	2099.6355	92.5516	1059.5383	891.8591	1156.1361	566.2211	801.9441	1205.9538	1956.2576	577.1567	27904.0097	409.4775	1210.2066	1078.9793	1547.1567	3946.5371	1196.8408	1173.7546	900.3645	761.8469	158.5662	1058.9307	569.2588	513.3657	73.5115	45.565	2407.0474	1626.367	1574.7266	1440.4617	1072.2965
"TCGA.86.8585.01A.11R.2403.07"	2074.3959	410.2474	94.8421	258.0588	4926.2768	336.3587	237.1053	5756.6968	568.2257	2444.9419	803.9525	1401.6785	812.775	917.5425	509.5008	2825.4133	653.9696	117985.8178	576.7725	1250.5928	1213.097	3658.3036	8358.2386	2265.183	1296.911	2749.319	853.5792	143.366	995.8424	308.7883	479.7247	358.415	625.2964	1328.8927	614.2682	2147.1818	1530.7079	1618.9331
"TCGA.86.8668.01A.11R.2403.07"	1658.4821	816.2202	156.994	105.6548	5687.5	333.3333	136.2798	5529.0179	60.2679	2005.9524	420.3869	892.8571	490.3274	1496.2798	659.9702	1355.6548	1101.1905	31596.7262	338.5417	1738.7202	1619.7917	2997.4628	2786.4583	925.5952	603.4226	1320.6845	806.5476	232.1429	890.625	827.381	144.3452	55.0595	133.9286	1347.4702	488.0952	2129.4643	2014.881	1463.5417
"TCGA.86.8669.01A.11R.2403.07"	2160.6805	1174.5432	112.7914	41.5879	5575.2993	225.5829	165.7215	9091.3674	89.5778	1482.6717	762.4449	1591.6824	801.4115	1568.9981	1046.6289	3241.3359	887.2086	45050.4096	327.6623	1936.3579	2126.6541	3973.6799	5173.913	1188.4058	1804.0328	1570.2583	1401.3863	344.6755	2153.7492	767.4858	156.2697	117.8324	116.5721	2524.8897	499.0548	2448.0151	2069.9433	1193.4468
"TCGA.86.8671.01A.11R.2403.07"	1428.8469	603.3889	87.0643	126.7392	4333.3793	344.9511	146.5767	4195.0682	102.3612	1531.3404	501.4465	926.2984	440.7715	812.7841	551.0401	1214.4924	886.0725	31539.3305	442.4852	1057.997	1460.2562	3733.4454	2797.6305	1234.3298	670.6158	1555.0351	661.2481	282.1325	931.8088	623.2263	197.2724	88.7175	143.8215	1279.5151	479.9559	1697.7545	1669.6515	1233.2277
"TCGA.86.8672.01A.21R.2403.07"	1790.7138	474.0125	35.343	159.3902	3169.0922	255.0243	153.8462	6802.4948	256.2855	1502.4255	828.1358	602.9106	576.5766	470.5475	601.5246	2806.6528	355.5094	85279.9723	379.7644	607.7616	590.4366	2340.9702	4193.3472	1256.4103	1532.2245	1189.1892	825.3638	95.6341	665.2807	643.1046	210.6722	180.1802	54.0541	1571.0326	388.7734	1444.9064	1446.9854	1056.1331
"TCGA.86.8673.01A.11R.2403.07"	1344.2835	645.7487	56.3051	11.7302	4571.2677	294.4286	144.2817	4251.6191	161.4196	1774.1961	548.9744	994.7229	697.3617	754.8398	819.9426	3598.8323	410.5578	50068.1086	357.1853	862.7579	923.1685	1944.302	5451.0344	2097.3638	1131.38	1569.5038	620.5288	100.2934	834.6053	164.8096	253.9593	125.5134	83.2846	1461.5857	544.8688	2044.5778	1114.9576	1146.6292
"TCGA.86.8674.01A.21R.2403.07"	1318.1563	533.4458	60.7083	21.3603	6024.733	286.1158	318.1563	8033.7268	110.86	2144.4632	664.4182	824.6206	861.158	679.5953	558.1788	2656.5486	595.2782	64486.7903	505.3401	643.62	1493.5357	1871.3603	5572.2316	2083.1928	1822.9342	1192.2428	848.7915	161.8887	1094.9972	243.9573	262.507	62.9567	115.2333	1519.3929	635.1883	2080.3822	1211.3547	1265.3176
"TCGA.86.A456.01A.11R.A24H.07"	1423.0371	697.3237	62.1026	11.2376	3614.9638	360.7866	120.6565	9344.9653	134.4078	1793.287	535.8569	956.9718	567.7954	857.6076	750.5545	2707.0827	623.9834	30539.1099	275.0259	1045.6898	1134.9993	4021.0439	4315.2447	1454.9756	997.1906	1103.6522	871.211	206.4173	827.4434	1294.1003	394.4995	105.8702	134.2599	1459.1158	589.0877	1729.41	1214.8455	1030.9034
"TCGA.86.A4D0.01A.11R.A24H.07"	2153.0945	823.1736	98.6505	61.4239	2712.4244	370.4048	465.798	3457.8874	682.4523	1357.3755	870.1722	2073.0572	1083.7599	1079.1066	967.4267	4109.3532	614.2392	72452.7687	243.369	1417.4034	651.0005	2956.8264	6245.6957	2386.6915	2644.4858	3857.1429	907.3988	176.8264	1680.7818	559.7953	198.2317	581.6659	152.1638	3627.7338	592.3685	2498.8367	2428.5714	1160.0745
"TCGA.86.A4JF.01A.11R.A24X.07"	1614.5035	1155.6213	119.5929	32.7773	5490.1978	399.9717	175.8458	9833.1901	379.9111	1561.7941	946.1123	1367.7879	652.8884	763.1796	1348.2987	4269.0219	723.3153	76566.8878	218.3677	1084.7515	1563.1229	3464.1443	5690.4051	1713.2784	1723.4659	2113.25	1187.5127	196.2209	736.6034	1191.9421	141.2967	296.7674	80.6144	2346.6775	1206.1161	2641.6732	2377.2402	1217.6324
"TCGA.86.A4P7.01A.11R.A24X.07"	1284.63	666.5085	103.8899	18.5009	5146.5844	431.2144	129.981	4722.0114	112.315	1297.9127	523.7192	1007.5901	406.5465	983.3966	691.1765	1087.2865	638.9943	25128.0835	443.074	1147.0588	1449.7154	2524.7486	2965.8444	898.482	811.6698	1199.241	733.871	169.3548	682.6376	967.2676	92.5047	110.5313	152.277	1689.2789	642.7894	1531.3093	1519.9241	960.1518
"TCGA.86.A4P8.01A.11R.A24X.07"	1552.8715	812.6709	66.0893	20.5105	4964.4485	409.2981	107.1103	8135.825	32.4248	1211.4859	531.4494	1081.1304	333.6372	1112.124	450.3191	920.237	876.4813	13691.887	570.6472	1503.1905	2475.3874	3052.0191	2252.5068	708.2954	623.0629	926.1623	793.5278	291.7046	1203.2817	688.2407	51.0483	48.7694	132.6345	1097.5387	469.4622	1275.2963	1391.5223	946.217
"TCGA.91.6828.01A.11R.1858.07"	2185.1852	595.9596	138.8889	117.0034	2480.6397	261.7845	134.6801	2409.0909	69.5707	689.3939	534.5118	1758.4175	262.6263	1899.8316	913.2997	1308.9226	553.8721	17576.5993	326.5993	2388.0471	668.3502	2190.6902	1809.7643	553.8721	1973.9057	1104.3771	378.7879	199.4949	694.4444	392.2559	48.8215	120.3704	136.3636	1201.1785	490.7407	1001.6835	1296.2963	647.3064
"TCGA.91.6829.01A.21R.1858.07"	2105.8338	890.0361	216.3139	296.8508	5111.5126	440.888	223.0253	7311.3061	184.1559	1293.237	1048.0124	1503.872	498.6629	2400.6195	926.1745	2901.9102	1058.3376	40862.158	350.0258	2467.2173	1902.4264	3978.317	3148.1673	1276.2003	1312.8549	2855.9628	370.16	84.1507	1135.2607	1487.3516	294.7858	335.5705	74.3418	2536.9128	1050.5937	2470.8312	2399.587	1243.1595
"TCGA.91.6830.01A.11R.1949.07"	1760.9195	1042.1456	167.0498	288.8889	3587.7395	405.364	211.4943	11080.4598	137.364	1902.682	1173.1801	1890.4215	737.0268	1445.977	1082.7586	2330.2682	1174.7126	79075.8621	453.6398	1800	1644.4444	4466.4828	3842.1456	1271.2644	1250.5747	1668.9655	1075.0958	332.567	848.2759	476.6284	349.4253	222.9885	128.7356	2671.2644	665.1341	2213.0268	2039.0805	1254.4061
"TCGA.91.6831.01A.11R.1858.07"	1912.4059	809.5697	174.4164	138.9157	3550.8393	304.8428	146.6332	6417.9047	547.3046	1098.2057	616.6313	2282.076	822.6896	1430.0598	877.4841	3974.5321	885.2016	54427.9375	503.1835	1937.8738	1070.4225	2988.8482	3884.2369	1991.8966	1791.2406	4148.1767	802.624	98.0127	845.0704	815.7438	122.7089	388.9639	108.0455	3060.0039	747.0577	1773.4903	2186.3785	1215.5123
"TCGA.91.6835.01A.11R.1858.07"	1190.9707	626.6366	152.5959	194.1309	2534.0858	382.3928	103.386	4037.9233	63.5079	799.0971	430.2483	1194.5824	314.9436	1236.5688	1131.377	1145.8239	786.0045	20588.7133	361.6253	1883.9729	998.1941	3069.1512	1823.0248	731.377	1293.4537	1541.3093	504.7404	269.9774	584.6501	674.0406	150.3386	117.3815	124.1535	1224.8307	475.395	1496.1625	1493.9052	837.0203
"TCGA.91.6836.01A.21R.1858.07"	1143.8024	887.5165	205.9991	40.1412	3529.3339	269.9603	159.3075	3176.4446	343.6789	509.925	357.7415	7807.6753	481.2528	541.2439	4179.9735	2981.9144	661.2263	64410.6749	366.5637	1388.5532	456.1094	1828.7605	2357.3004	1179.0913	7801.0587	2637.4063	822.6731	20.7322	433.6127	783.4142	60.8734	246.5814	47.1989	2396.5593	674.4596	1234.2303	1730.4808	783.8553
"TCGA.91.6840.01A.11R.1949.07"	1178.2055	663.2181	285.0004	53.4853	3967.0836	289.5849	110.791	2358.7032	190.255	1090.3367	438.5797	1456.3292	507.3466	1055.1892	741.918	1570.1766	364.4643	20889.8431	209.3569	1324.144	1548.0184	2310.9102	3155.6347	1132.3609	1052.1329	1994.2389	518.0437	189.4909	727.4005	822.9101	369.0488	316.3275	168.8608	1300.4577	553.1912	1372.2808	1758.9034	1083.46
"TCGA.91.6847.01A.11R.1949.07"	1199.7944	587.0459	58.9445	289.5819	2181.2886	336.1892	201.5079	4173.0637	227.8444	855.0377	468.4716	1272.1042	450.9938	1123.3722	645.305	1795.0651	573.3379	77371.1446	417.0665	1127.8273	821.1103	1771.2406	2141.5353	1107.2653	828.6498	2120.9733	458.1905	173.0637	422.207	825.2228	208.7046	249.4859	141.878	1815.9698	556.5456	1651.4736	1644.2769	1138.1083
"TCGA.91.6848.01A.11R.1949.07"	2476.4094	893.5843	185.9191	1845.7918	3952.0379	695.9406	350.064	3921.8888	264.2229	1378.4815	677.5161	1733.5703	1062.754	2297.1901	1034.2799	3669.8093	646.5296	51678.8205	241.1924	1818.1552	700.1279	5070.3248	2880.0717	1766.2318	1149.8512	3377.531	694.2656	310.7027	1009.1557	355.0888	3.3499	557.7574	144.8829	3142.2009	731.1144	2426.161	2740.2136	1123.0521
"TCGA.91.6849.01A.11R.1949.07"	2638.4872	441.6018	63.4038	13.3482	2975.5284	219.1324	153.5039	13196.8854	22.2469	2074.5273	348.1646	745.2725	863.1813	992.2136	364.8498	1880.9789	1106.7853	36535.0389	496.1068	1260.2892	1736.3737	3192.3026	4249.1657	1775.3059	661.8465	669.6329	1085.6507	321.4683	813.1257	359.2881	115.6841	44.4939	115.6841	1125.6952	404.8943	2250.2781	878.7542	1025.584
"TCGA.91.7771.01A.11R.2170.07"	2562.2857	1230.2857	121.7143	165.7143	4436.5714	350.8571	220.5714	7123.4286	85.3029	1872	983.4286	1677.1429	849.6914	1848.5714	866.8571	2414.8571	918.2857	46568	888.5714	2626.2857	3863.4286	4655.04	4640.5714	1626.8571	1709.1429	1461.1429	1320	505.1429	1500	1208	136	156	135.4286	2625.1429	781.1429	2164.5714	1884.5714	1716.5714
"TCGA.91.8496.01A.11R.2403.07"	1644.0701	737.2373	100.6732	12.3905	2296.1223	506.4634	117.7102	15993.8667	20.909	2093.2272	1000.5363	683.0286	868.1124	336.0935	917.6745	1455.1143	515.7563	30177.9398	711.6818	916.9001	2030.5001	4264.5691	3302.0795	1670.4	1615.4169	538.9886	1178.6503	165.7235	763.5672	941.6812	96.0267	68.9224	133.9727	1780.366	374.8139	1570.5012	1410.1986	673.7357
"TCGA.91.8497.01A.11R.2403.07"	1546.2519	502.3995	78.7688	45.6727	4742.6775	287.9365	129.7369	5538.3088	50.2069	1477.4119	480.556	1074.9628	492.4706	1145.7885	537.4814	917.4251	913.4536	29298.0308	787.0263	1296.7069	1211.9808	3354.3869	3287.771	969.0551	941.2543	980.3078	724.1436	237.6303	778.4213	614.9264	180.7049	36.4058	113.8507	1396.6573	549.396	1683.2699	1590.6007	1202.7139
"TCGA.91.8499.01A.11R.2403.07"	1981.3912	883.769	401.1224	996.6032	3024.0733	771.5256	552.9464	11366.1202	605.1514	1702.555	1893.3688	2319.8937	1258.8982	854.822	1555.4571	4173.6819	782.75	107055.974	693.546	1289.6175	787.476	4589.8922	5194.506	3288.7314	3233.2004	3881.2583	1410.7222	285.3345	1925.8603	2068.2322	168.9558	1046.2266	167.1836	6666.6667	477.3298	3725.2991	3975.7791	1603.899
"TCGA.91.A4BC.01A.11R.A24H.07"	1207.5718	596.6057	97.9112	63.9687	4030.6789	317.8851	152.7415	2065.9269	310.9334	1227.154	400.1305	1199.0862	696.4752	915.7963	686.0313	1462.7937	488.9034	34434.7258	457.5718	1065.9269	834.2037	2841.547	4231.7232	1280.6789	764.3603	1820.4961	642.9504	217.3629	588.1201	620.1044	110.3133	156.0052	151.436	1438.6423	557.4413	1347.9112	1397.5196	1046.3446
"TCGA.91.A4BD.01A.11R.A24H.07"	1236.9923	729.3959	66.6275	11.3968	2091.7531	379.6015	159.5553	9689.9191	68.2757	1396.5476	941.5519	802.1601	1228.2255	395.3817	912.6215	2315.3059	542.6635	53683.3615	315.604	852.1308	1181.7616	3255.2184	4032.7176	2733.4812	1317.6466	733.7793	1183.515	150.7886	849.5007	475.1593	95.5579	59.6141	91.1745	1928.691	318.234	1751.6021	1336.9336	924.895
"TCGA.93.7347.01A.11R.2187.07"	1468.92	886.5579	97.5136	221.0567	4194.6387	376.0684	127.0396	7016.7055	88.3528	1444.0559	847.3193	975.136	636.3636	1233.1002	886.5579	1813.9083	871.0179	35885.3924	403.2634	1532.634	2130.9246	3998.6402	3547.0085	1399.3784	1050.8936	1444.4444	788.2673	203.9627	778.1663	374.9029	220.2797	92.0746	73.4266	1898.6014	516.317	1922.2999	1739.3162	953.7685
"TCGA.93.7348.01A.21R.2039.07"	1662.3517	921.9877	93.7838	97.7465	3771.1674	363.2473	136.7131	4433.5984	41.4102	1015.1111	706.6811	1133.992	564.6844	1356.5635	1067.9471	1281.9327	993.9767	19350.5138	433.255	1385.6233	1383.642	2908.2569	2047.3939	805.0881	1101.63	697.4348	721.8715	199.4558	993.3162	1186.828	202.0976	73.3099	141.9967	2085.0395	1221.1714	1942.3824	1584.4187	682.9049
"TCGA.93.8067.01A.11R.2287.07"	2772.3421	1100.9044	106.2451	285.1243	6556.149	410.7384	263.4765	5995.8698	294.4214	1944.8836	960.7634	1395.1435	793.2778	1514.4912	1269.2445	5220.5369	1011.4648	118138.5744	293.0998	1969.0949	1132.8064	3240.0427	5364.3808	2795.9838	1955.7075	4079.1854	820.0527	198.2482	1395.1435	1561.2049	107.6693	229.5806	91.4335	4202.236	743.4309	2914.477	2306.9145	1267.2506
