"ADIPOR2"	"AEBP2"	"ALG10"	"ARNTL2"	"ATN1"	"C12orf4"	"CCDC77"	"CD9"	"CDCA3"	"COPS7A"	"DERA"	"DNM1L"	"EMG1"	"ERC1"	"ERGIC2"	"FKBP4"	"FOXJ2"	"GAPDH"	"ITFG2"	"KDM5A"	"LPCAT3"	"M6PR"	"MLF2"	"MRPL51"	"MRPS35"	"NCAPD2"	"NECAP1"	"PARP11"	"PEX5"	"PLEKHA5"	"PLEKHG6"	"RAD51AP1"	"RAD52"	"STRAP"	"TULP3"	"USP5"	"WBP11"	"ZNF384"
"TCGA.73.4659.01A.01R.1206.07"	1804.6414	697.8903	88.8186	71.519	4262.8692	472.9958	166.4557	5628.27	195.0274	1514.557	893.8819	1426.7932	526.1435	1019.4093	1064.7679	2787.9747	669.6203	75851.8987	325.1055	1348.7342	1505.2743	4294.827	4306.5401	1564.135	1769.8312	1987.5527	1227.6371	217.5105	1301.8987	872.1519	43.8819	207.5949	111.7152	3353.3755	600.8439	1966.4557	1907.384	1062.0253
"TCGA.73.4662.01A.01R.1206.07"	1253.4724	722.2645	134.0913	54.3867	2847.5649	314.5988	108.3045	3191.2325	52.087	1013.8897	561.9176	1290.9805	432.0459	873.9378	694.6024	1619.8793	606.6928	24048.2916	250.8351	1447.8111	883.5492	2798.6567	2500.6154	929.4966	1329.6607	862.6853	696.9466	166.2076	733.7514	1257.6921	108.3045	81.1112	77.3604	1486.0224	588.6421	1597.8433	1520.2485	678.427
"TCGA.73.4666.01A.01R.1206.07"	2295.416	843.8659	205.2443	346.6013	3289.9453	466.0756	453.7509	15211.7211	470.6835	1770.7351	1691.7563	898.4468	1305.6656	1090.3603	992.0141	3824.1841	818.2104	138871.1564	582.7831	1610.7653	1188.9581	5044.3866	4326.2278	2096.2083	2257.4357	5068.2261	1285.2921	91.3035	1269.6975	1365.277	646.4189	543.7968	150.0648	2395.0198	762.6234	3089.2284	3584.4809	1520.2163
"TCGA.73.4668.01A.01R.1206.07"	1583.0258	758.1796	131.3653	625.5843	3124.7232	208.1181	89.2989	6111.6851	119.5867	760.6396	805.6581	988.9299	542.4207	794.3419	1094.9569	2125.2153	566.0517	52104.305	298.401	1174.9077	761.6236	2429.7073	2845.5105	1133.5793	3618.9422	1331.6113	629.7663	42.5584	657.8106	615.4982	329.6433	146.6175	66.6667	2345.3875	641.3284	1263.7146	1613.5301	801.23
"TCGA.73.4670.01A.01R.1206.07"	4987.0165	933.716	255.5692	704.1137	5166.325	366.817	255.0226	4725.1606	455.5856	4069.7007	2831.215	2513.0518	1259.5326	547.4921	2261.3093	12144.0481	917.3158	200577.0124	631.133	1867.9787	1241.7658	6061.9188	8454.2845	2854.1752	3992.3466	3615.4162	2244.3624	160.7216	1525.7619	1115.4845	147.0548	685.5269	126.2813	8021.0469	640.9731	4108.2411	3867.432	1942.8728
"TCGA.73.4675.01A.01R.1206.07"	3614.3123	543.6803	28.8104	146.5304	5455.7001	350.9913	139.0954	7249.6902	80.1332	2245.9727	710.0372	1106.8773	730.4864	1050.8055	904.8947	2563.5068	873.9157	83284.0768	329.3061	971.1896	1741.0161	3826.1834	5295.539	2137.8563	1792.4411	916.3569	1203.2218	144.6716	1060.0991	537.1747	404.8947	77.1375	109.746	2070.3222	722.7385	3274.7831	1215.6134	1241.0161
"TCGA.73.4676.01A.01R.1755.07"	1383.6412	715.5673	146.1741	123.4828	1869.1293	374.6702	146.7018	33351.4512	261.4987	1406.8602	839.0501	924.0106	785.752	943.5356	1060.1583	1844.8549	526.6491	73202.6385	217.4142	923.4828	1318.2058	1758.6702	3675.4617	1310.2902	2056.9921	1725.5937	575.7256	45.9103	539.8417	554.6174	375.1979	278.628	47.4934	2471.7678	455.9367	2341.4248	1647.4934	700.2639
"TCGA.73.4677.01A.01R.1206.07"	1794.8681	692.4467	106.6859	91.3625	3006.8666	234.7669	175.2078	10010.5529	29.2938	1544.1995	917.6726	640.1156	470.9794	907.2642	573.6176	2457.5352	629.129	35897.3618	302.9996	1084.2067	1244.0911	3155.2989	3243.3683	1209.9747	1081.8937	679.1471	1067.4377	208.7459	622.7683	361.9805	51.1746	46.8377	66.498	1728.9483	390.8927	1679.7976	1263.4622	686.086
"TCGA.73.7498.01A.12R.2187.07"	1385.1186	661.4881	69.2287	30.526	5144.9986	209.3213	128.3729	11088.3074	28.689	1549.4685	625.511	855.0014	534.4699	1012.5375	469.8828	1546.743	738.3483	19780.0491	596.3478	1209.5939	1198.6917	2286.2633	3359.2259	1110.1117	924.5026	1014.4454	729.354	226.4922	873.8076	536.6585	216.9528	37.6124	157.378	1417.0074	458.7081	1724.7206	1414.2818	1139.8201
"TCGA.73.7499.01A.11R.2187.07"	691.137	369.2032	107.0725	69.4718	1196.7771	237.4217	90.2417	6483.4378	228.2793	1285.5864	842.9722	1291.6741	529.6329	181.1996	1213.966	1349.3286	218.0842	32676.0967	270.3671	488.0931	564.0107	1843.4628	2689.7046	1387.6455	1952.7305	818.6213	576.5443	131.0654	319.0689	376.7234	127.4843	186.5712	47.2695	1004.8344	224.8881	938.9436	1006.983	507.0725
"TCGA.73.A9RS.01A.11R.A41B.07"	4221.831	660.2113	183.9789	244.7183	4963.9085	377.6408	336.2676	4560.7394	505.3345	1154.0493	764.0845	1541.3732	867.0775	797.5352	1221.831	6324.8239	728.8732	52554.5775	470.9507	1484.1549	661.0915	2092.5968	4658.4507	1772.8873	2213.0282	2264.0845	1731.5141	35.2113	590.669	619.7183	598.5915	356.5141	176.0563	4042.2535	1222.7113	2364.4366	2056.338	1665.493
"TCGA.75.5122.01A.01R.1755.07"	994.2881	687.9628	130.3152	3081.8701	1992.8073	555.1089	104.9291	3373.81	127.0489	1229.5325	1550.2433	1434.3135	536.4925	615.1893	905.4369	1053.5223	1017.1356	41716.099	228.4747	1163.5287	1052.6761	12752.0118	2234.8212	927.4381	15489.7398	1321.7686	1981.8066	304.633	441.7178	1171.9907	13.5392	254.707	63.169	3416.1202	257.2456	1448.699	2388.8301	651.5761
"TCGA.75.5125.01A.01R.1755.07"	2308.7629	1394.8454	168.5567	383.5052	6196.9072	505.1546	299.4845	17570.1031	504.6495	1808.2474	1063.9175	1608.2474	787.9227	1819.0722	1022.6804	3555.1546	882.9897	66309.2784	335.0515	2013.9175	1408.7629	3812.5567	6757.732	2283.5052	2640.2062	4065.4639	1338.6598	192.7835	1507.732	1595.3608	344.8454	470.6186	178.3505	4237.6289	1209.7938	3305.6701	3554.6392	1829.3814
"TCGA.75.5126.01A.01R.1755.07"	2589.9682	868.6306	106.6879	731.6879	5560.5096	571.6561	175.9554	9302.5478	503.8774	1820.8599	1207.0064	1434.7134	1112.2611	1770.7006	1086.7834	3862.2611	921.1783	135917.1975	405.2548	1444.2675	1738.0573	6246.6083	4614.6497	2005.5732	2599.5223	3984.8726	1133.758	344.7452	1166.4013	652.8662	114.6497	277.0701	121.0191	3289.0127	685.5096	3007.9618	3181.5287	1272.293
"TCGA.75.5146.01A.01R.1628.07"	2043.9405	806.5202	136.0737	95.6768	2606.6619	601.7009	170.0921	26041.8143	69.0432	2443.657	1580.4394	1469.1708	1009.6244	632.1758	1110.5599	1634.3019	591.7789	23644.224	445.7831	1129.6953	1965.2729	3797.7179	4362.1545	2034.0184	2168.6747	881.6442	1408.9298	231.0418	909.9929	800.1417	397.5904	133.2388	114.8122	3521.6159	587.5266	1654.146	2211.1977	847.6258
"TCGA.75.5147.01A.01R.1628.07"	1744.0283	407.2545	216.4553	343.2616	2012.6806	713.6538	271.3064	12872.604	269.1654	1954.8806	1887.3489	1219.9941	1474.1728	661.7517	1587.4373	3394.5739	401.6514	62152.4624	355.6473	1037.4521	1827.1896	3077.4049	4220.5839	2360.3657	2544.0873	1609.5547	901.2091	176.3492	1024.4766	836.6264	386.3167	517.8413	124.1522	3349.4544	825.4202	2067.8266	1482.7485	1086.4052
"TCGA.75.6203.01A.11R.1755.07"	2323.934	585.9697	72.2146	70.8391	3889.271	455.9835	119.6699	10925.7221	27.8267	1680.8803	757.2215	897.5241	494.3122	1424.3466	819.8074	1522.0083	770.2889	31630.674	613.4801	1404.4017	2438.7895	4759.0853	3010.3164	1409.216	1066.0248	1200.1376	832.1871	267.5378	1007.5653	775.7909	36.4512	72.2146	94.9106	1838.3769	401.6506	1765.4746	1788.8583	980.7428
"TCGA.75.6205.01A.11R.1755.07"	1833.0508	648.3051	120.339	493.2203	4655.9322	490.678	137.2881	5302.5424	199.5763	1311.0169	714.4068	1025.4237	418.6441	1672.0339	633.8983	2314.4068	856.7797	68451.6949	321.1864	1707.6271	1688.1356	4132.0678	2656.7797	1243.2203	793.2203	2312.7119	601.6949	259.322	570.339	712.7119	159.322	215.2542	84.7458	2094.9153	434.7458	2169.4915	1883.8983	977.9661
"TCGA.75.6206.01A.11R.1755.07"	1154.8143	657.017	100.6923	30.2077	5283.197	325.9912	106.9855	7618.6281	15.9408	1498.4267	642.5425	1020.1385	645.3933	1354.3109	648.2064	1804.2794	977.9736	21952.1712	528.005	1632.4733	2332.9138	3033.5997	3308.9994	1004.4053	1102.5802	821.2712	964.1284	244.1787	906.2303	557.5834	176.8408	32.0957	69.2259	1961.6111	587.7911	1936.438	1480.1762	1047.1995
"TCGA.75.6207.01A.11R.1755.07"	1821.5385	708.1319	130.5495	464.6154	4334.5055	230.3297	185.0549	4721.3187	155.6132	1712.0879	869.4505	1188.5714	983.2967	1744.6154	786.8132	5233.8462	745.4945	45882.6374	242.1978	1877.8022	856.2637	4627.6747	3705.0549	2140.6593	1778.4615	2133.6264	826.8132	40.8791	1582.4176	116.044	525.2747	156.044	107.1648	2543.2967	598.6813	2065.4945	2586.3736	1650.5495
"TCGA.75.6211.01A.11R.1755.07"	2030.2433	930.309	73.6358	16.4366	4268.2446	518.0802	385.9303	9484.5496	279.1979	1283.3662	873.1098	1237.3439	934.2538	1645.6279	821.1703	2979.6187	760.6838	51154.5036	600.9204	2188.6917	1349.1124	3473.0112	6389.8751	2683.1032	1644.313	3829.0598	1221.5648	469.428	1310.3222	614.7272	148.5865	376.0684	225.5095	2695.595	702.1696	2541.0914	1410.2564	1272.8468
"TCGA.75.6212.01A.11R.1755.07"	1302.4568	915.8508	102.1076	60.0175	5003.2737	268.1299	103.6665	6979.1732	70.9297	1472.3764	741.2546	785.6831	563.5406	1227.6299	907.2769	2613.4876	785.6831	92809.5966	798.1543	1279.8528	1779.4787	3784.6854	3452.1731	1582.2785	1137.9934	1236.9832	913.5125	141.08	920.5275	916.6303	92.7543	95.872	112.2404	2069.4332	563.5406	1887.8219	1569.8073	899.4824
"TCGA.75.6214.01A.41R.1949.07"	1802.4448	941.766	139.0935	679.9787	2035.3808	372.9406	101.1313	9580.7456	271.4813	1240.3007	955.7361	1520.3098	719.4594	898.641	1480.8291	5070.8374	579.4549	51179.1056	281.8313	1122.1623	1276.7444	3565.8128	3420.2414	1610.5079	1211.1457	3611.8746	665.0976	83.8205	608.9135	731.911	495.3307	266.039	67.7245	2413.7879	732.2147	2430.7949	1927.5681	1140.0805
"TCGA.75.7025.01A.12R.1949.07"	1001.1346	1096.823	84.3419	57.1104	4616.4902	254.5386	139.9395	12026.475	60.764	1734.115	502.6475	954.9924	634.202	1203.1014	652.7988	1341.528	1083.2073	29612.3298	547.2769	1500.7564	1203.8578	2870.295	3444.4024	1233.3585	852.118	1019.6672	989.41	171.7095	831.6944	1419.062	191.3767	38.1997	169.4402	1408.8502	589.2587	1968.9864	1712.1785	1103.2526
"TCGA.75.7027.01A.11R.1949.07"	3046.3231	1097.568	165.3156	354.9508	7050.0869	303.1268	340.4748	7794.1517	613.9606	2275.912	1878.6914	2923.5669	812.9705	1656.63	1189.3457	5126.8095	990.7354	127045.7441	416.6184	2204.1112	734.8002	3882.403	7062.5362	2223.2195	3631.7313	4344.5281	1307.4696	201.795	1440.938	1963.8101	290.0984	418.066	166.7632	5762.5941	659.2357	2947.018	2811.5229	1679.7915
"TCGA.75.7030.01A.11R.1949.07"	1750	615.625	78.125	145.8333	3995.8333	220.8333	96.875	4780.2083	30.9375	1267.7083	486.4583	1061.4583	369.7917	1453.125	552.0833	1117.7083	897.9167	33039.5833	409.375	1259.375	1138.5417	2351.2708	2633.3333	768.75	1007.2917	867.7083	608.3333	216.6667	795.8333	989.5833	167.7083	32.2917	47.9167	1592.7083	529.1667	1452.0833	1498.9583	855.2083
"TCGA.75.7031.01A.11R.1949.07"	1875.2688	1115.0538	64.5161	51.6129	2581.7204	280.6452	131.1828	7861.2903	212.4839	1883.871	1118.2796	1446.2366	976.3441	831.1828	996.7742	1994.6237	590.3226	91338.7097	318.2796	1309.6774	1183.871	2505.1505	5539.7849	1545.1613	1910.7527	1781.7204	1007.5269	231.1828	1143.0108	868.8172	52.6882	178.4946	126.0108	2935.4839	334.4086	2292.4731	2310.7527	1246.2366
"TCGA.78.7143.01A.11R.2039.07"	1343.5701	1083.4933	84.453	106.5259	4738.9635	328.6948	168.4261	6762.476	171.9914	1386.7562	730.8061	982.7255	520.6334	1025.9117	763.9155	1824.856	971.2092	28488.4837	390.595	1363.7236	1318.1382	2732.0537	3660.2687	1122.3608	989.4434	1704.4146	1008.6372	200.5758	831.5739	1090.2111	460.1727	264.8752	59.9808	1500.9597	1070.0576	1619.9616	1816.2188	1394.4338
"TCGA.78.7145.01A.11R.2039.07"	997.9924	865.8966	225.7849	120.4574	2650.0626	233.9317	60.5197	7334.5166	178.0674	925.8343	1197.0089	1441.4152	452.7336	675.0269	1711.426	2230.4984	504.5244	42623.8762	100.6721	1064.3312	592.3943	1557.8108	1670.1097	950.275	2292.7638	1379.7317	711.1059	113.4744	510.9255	457.3889	173.4121	186.2143	40.7344	3701.5916	495.2137	1130.6701	2778.6668	519.6543
"TCGA.78.7146.01A.11R.2039.07"	4186.0697	1864.6766	300.995	583.5821	6384.5771	655.7214	357.2139	24063.6816	602.796	1820.398	1284.5771	1671.1443	988.0597	2191.0448	1685.0746	9160.6965	1435.8209	130028.3582	234.8259	2485.0746	1079.1045	3838.0896	5250.2488	1893.5323	2294.0299	5244.2786	1317.4129	112.4378	2104.4776	502.9851	349.7512	679.602	128.8557	3695.5224	1099.5025	2525.3731	3847.2637	1754.7264
"TCGA.78.7147.01A.11R.2039.07"	1079.4548	537.5755	73.1635	39.9074	2560.7218	215.9692	76.6847	6207.9408	117.8636	1366.2399	671.7738	694.4662	486.322	527.0118	502.7544	1485.5708	491.0169	39165.1538	443.6759	671.7738	1775.8772	2007.0151	2874.1119	1270.384	968.7314	1171.7894	558.3117	167.4544	426.0697	622.0852	259.3978	154.9344	68.4685	1349.025	540.7055	1435.8822	1305.2052	820.8395
"TCGA.78.7148.01A.11R.2039.07"	2645.0412	1032.7041	152.619	329.1678	4705.6634	323.3183	120.1808	6145.7059	247.8118	1618.7184	1559.6916	1262.962	814.1452	1026.8546	1172.0287	3763.3608	866.259	82286.6259	465.3018	1635.7352	1493.7517	3750.7631	4879.0215	1654.879	2097.3145	1449.0827	1448.0191	239.8298	1697.4209	1064.0787	317.4688	253.6559	81.8931	3091.7309	537.623	2620.5796	2577.506	1432.0659
"TCGA.78.7149.01A.11R.2039.07"	982.0789	966.0877	79.9559	23.7111	4582.2994	158.8089	126.8266	8443.893	81.158	2155.5004	665.0124	1085.7458	1376.8955	897.7116	543.7	2438.3788	580.6452	59237.9377	502.3435	962.7792	1972.9804	1616.2007	5357.5958	1729.2528	1306.8652	974.359	735.0427	223.3251	1057.072	345.1889	157.1547	59.5533	90.4329	1329.4734	394.8167	2229.9421	1187.7585	1030.6038
"TCGA.78.7150.01A.21R.2039.07"	4948.3649	722.8916	138.2674	482.5014	6176.1331	751.004	442.3408	8706.2536	580.459	2788.296	1757.315	1468.1583	1538.6231	2944.9225	1308.6632	4370.0516	1391.8531	135080.3213	259.8967	3350.545	2539.3001	4977.4986	7356.856	2442.9145	1690.1893	5453.2415	1534.1365	271.3712	1223.1784	765.3471	1194.4923	803.2129	185.3127	5975.3299	1173.8382	4754.4464	2780.2639	2891.5663
"TCGA.78.7152.01A.11R.2039.07"	1195.9146	1140.2043	109.5636	174.559	3417.8273	327.7623	148.5608	4501.3928	59.8607	983.2869	777.1588	1051.0678	619.3129	981.4299	857.9387	2454.9675	647.1681	36987.0009	307.3352	1749.3036	1181.987	2800.5571	3692.6648	1590.5292	1617.4559	1155.9889	679.6657	282.2656	1146.7038	397.4002	213.5562	101.2071	62.2098	2303.6212	529.2479	1759.5172	1603.5283	1034.3547
"TCGA.78.7153.01A.11R.2039.07"	1102.2447	964.0803	48.511	55.2658	2865.2222	153.516	109.3034	2885.4863	97.1203	1146.4573	453.7932	949.3428	613.4498	747.3158	556.3419	973.9054	428.0025	28894.163	368.4383	1081.9806	860.9176	1482.0985	2788.4642	1144.6151	1998.1639	637.3983	350.0164	166.4113	1120.0526	483.2683	42.9845	90.2674	60.3932	1155.6683	319.9273	1131.7198	981.2741	688.9797
"TCGA.78.7154.01A.11R.2039.07"	4052.9841	1500.2232	219.0802	409.5848	3429.677	419.11	152.999	6124.7209	407.132	2399.1665	973.3591	1714.5409	807.1975	1294.8355	1250.7814	5844.3221	904.8966	105638.339	333.9783	1717.5175	1094.8058	5323.9649	7189.7604	2399.7619	4327.4297	4683.435	739.9911	146.4504	1016.2227	1257.9253	940.0208	393.5109	119.0653	4741.7771	828.6947	2384.2834	3162.3754	1631.1951
"TCGA.78.7155.01A.11R.2039.07"	1620.3704	1951.9676	177.0833	203.7037	2190.3935	472.2222	416.6667	178.8194	416.2211	605.3241	474.537	2899.8843	385.4167	597.2222	950.8102	2317.7083	403.3565	27990.7407	56.1343	1530.6713	836.8056	2561.7188	3542.8241	904.5139	1557.8704	4342.0139	910.3009	40.5093	2922.4537	3998.2639	109.375	654.5139	65.3935	3359.375	968.75	2653.9352	2634.838	938.6574
"TCGA.78.7156.01A.11R.2039.07"	1373.1343	1313.4328	108.8308	32.3383	7115.0498	174.1294	190.9204	9243.7811	29.2289	1559.7015	1167.9104	868.1592	741.7289	1396.1443	587.0647	3988.1841	889.3035	28590.796	228.2338	1486.3184	1370.0249	2376.2002	4154.8507	1590.796	1430.9701	1022.3881	1269.9005	161.0697	1007.4627	458.9552	128.7313	31.0945	149.8756	2340.1741	509.3284	2561.5672	1634.3284	1282.3383
"TCGA.78.7158.01A.11R.2039.07"	1193.361	1108.7137	140.6639	58.9212	4541.4938	326.1411	146.473	4542.3237	124.3029	1443.5685	720.332	1039.834	595.4357	936.5145	636.9295	4217.8423	1119.917	42940.249	690.8714	1814.5228	1531.5353	3025.195	3184.6473	1404.1494	1490.8714	1456.0166	787.5519	105.8091	1357.6763	622.8216	27.8008	146.473	95.4357	2149.7925	651.0373	1700.4149	1706.2241	1077.1784
"TCGA.78.7159.01A.11R.2039.07"	1938.292	1256.7493	114.6006	157.5758	3510.1928	350.4132	177.9614	5937.1901	321.0248	1078.7879	726.1708	1488.7052	624.0937	1355.3719	1165.2893	858.4022	749.3113	52396.6942	271.0744	1920.6612	804.9587	2807.3444	3995.5923	1974.6556	1507.438	2006.6116	1044.0771	196.1433	1040.7713	1298.0716	172.4518	319.5592	175.2066	2592.8375	639.6694	1741.0468	2174.1047	1228.6501
"TCGA.78.7160.01A.11R.2039.07"	1791.1672	709.7792	128.7066	164.6688	3146.3722	463.0915	247.9495	4557.0978	105.0978	1288.3281	851.1041	1341.9558	351.4196	1077.6025	997.4763	3798.7382	721.1356	43758.3596	242.9022	1666.2461	1124.9211	3456.1577	2083.9117	986.1199	1748.265	1705.3628	965.9306	239.1167	702.8391	608.2019	70.0315	136.2776	76.9716	2712.3028	444.164	1683.2808	1564.6688	905.3628
"TCGA.78.7161.01A.11R.2039.07"	4539.939	627.5668	72.7507	56.5839	5186.612	395.7198	237.3584	9577.7427	56.7015	1342.5815	253.8927	1473.3858	582.7406	2181.4194	870.4367	1533.644	434.6672	42773.7498	436.1369	2698.3904	924.4486	991.5078	6100.4052	1379.6917	1092.3631	1440.6847	561.4298	300.1886	696.2758	1409.8208	186.2859	96.6335	327.1798	841.7773	616.9114	1718.4602	650.3474	1589.493
"TCGA.78.7162.01A.21R.2066.07"	2022.6857	790.7062	83.0589	50.8599	4377.9729	298.2071	171.9722	9741.3099	58.7377	1590.5598	768.3864	1006.2203	714.2334	1519.2097	678.7413	2447.1277	924.2591	24024.5152	601.9027	1615.075	2806.4398	3180.2488	3363.337	1555.0677	1235.6385	1409.0743	1103.5492	290.5232	1174.8994	530.5525	198.3169	65.1299	51.2258	2011.3428	511.1599	2757.0435	1859.1292	910.3549
"TCGA.78.7163.01A.12R.2066.07"	1217.4955	590.9441	117.0932	3.4238	3119.7466	238.9797	101.6862	6389.1124	14.2258	1993.3236	736.4547	778.2248	984.3362	694.6846	1283.232	1764.9576	735.7699	54024.8224	614.5682	811.4354	2237.0966	2320.4451	3358.0416	1603.0129	1115.4669	736.1123	1266.1132	117.778	793.6318	620.731	105.4524	22.5969	71.557	1755.0287	673.1148	2131.6443	1607.8062	915.8607
"TCGA.78.7166.01A.12R.2066.07"	1499.7771	643.3348	78.0205	201.07	2893.0004	279.9822	178.7784	1975.4793	536.0143	1744.9844	1146.6786	1197.9492	1337.9403	424.4316	987.5167	3538.5644	527.4186	176992.4209	637.9848	870.7089	981.2751	1918.6402	4926.8836	2266.6072	1726.2595	1896.1213	780.6509	99.8663	611.6808	824.7882	245.6531	165.4035	213.5533	1842.1757	494.8729	1486.848	1284.8863	1329.4695
"TCGA.78.7167.01A.11R.2066.07"	1410.9955	971.471	83.5067	31.7979	5034.1753	241.6048	266.2704	12036.8499	12.7548	1859.4354	1029.4205	1026.1516	849.0342	1229.7177	749.7771	2102.2288	951.263	37255.8692	844.2793	2156.6122	1640.7132	2881.2481	4340.2675	1454.6805	1837.4443	953.0461	1063.5958	392.8678	1194.948	819.3165	207.4294	21.9911	251.1144	1965.8247	684.9926	1998.5141	2088.2615	1456.1664
"TCGA.78.7220.01A.11R.2039.07"	4816.3685	1045.94	140.5225	356.1961	3957.7918	612.5338	349.5046	7792.0474	517.7609	1598.2499	1918.9294	2536.0957	1126.5165	1102.0461	1461.3306	3560.4169	811.7359	52248.6167	423.6263	1749.5818	2251.9624	4155.6968	6107.8368	2099.0863	5561.7038	3332.9044	1979.668	247.5872	969.7594	1274.482	842.62	872.4746	169.8623	5317.7197	644.4473	2475.8718	3261.8711	2088.2769
"TCGA.78.7535.01A.11R.2066.07"	1103.8228	383.104	39.803	101.6398	3854.1397	198.6597	129.0044	4479.6156	311.5403	1188.0488	729.248	682.6927	897.7	561.8621	525.613	1400.2131	666.7004	62577.4404	503.5792	707.2142	1604.2035	1305.6027	3473.1681	1601.3604	651.7743	1289.3332	479.413	104.1275	464.1315	644.6666	338.681	129.0044	66.4568	1008.5799	611.9713	1227.141	951.0076	904.097
"TCGA.78.7536.01A.11R.2066.07"	2956.7189	765.9217	298.3845	90.0783	5051.296	275.3531	406.6653	11789.7695	678.5637	1655.1894	1314.0689	2954.1599	877.2248	1893.6922	1540.5442	3623.3497	772.3193	70610.1527	434.0138	3607.9622	1324.0491	3057.0948	4372.6377	2413.434	1181.2545	6015.0318	1089.1289	401.5139	1708.6734	960.6649	209.0739	389.7423	145.0978	3385.3587	804.5633	2762.9993	1869.3813	1431.7849
"TCGA.78.7537.01A.11R.2066.07"	1589.1583	734.3081	50.9986	62.4108	5631.5977	261.4123	100.214	7829.1726	33.8552	1499.2867	791.3695	877.6748	669.0442	947.5749	935.806	856.99	822.7532	31369.4722	748.2168	1353.7803	2239.6576	2466.776	4528.8873	1731.4551	1436.8759	703.9943	932.9529	222.5392	793.8659	240.3709	120.8987	52.0685	121.9686	1601.9971	480.7418	1718.2596	1423.6805	1018.1883
"TCGA.78.7539.01A.11R.2066.07"	2020.0295	611.782	138.4389	33.5788	3253.0191	318.9985	184.0943	12536.0825	60.7187	1881.296	699.5582	1384.9779	680.1178	1180.8542	607.6583	1740.2062	704.271	26476.5832	1017.3785	1412.6657	1405.3019	4318.1944	3926.3623	1414.1384	931.6642	1057.4374	827.6878	223.2695	821.5022	430.9278	393.5199	37.9971	114.2857	1316.3476	619.1458	2039.4698	1476.8778	988.218
"TCGA.78.7540.01A.11R.2066.07"	4222.0381	478.8732	81.8558	235.6255	3244.0762	252.8583	112.3447	6004.971	47.5195	1915.1616	1346.8103	1014.4159	578.2933	766.1972	605.4681	2908.3679	676.7191	30427.5062	527.2577	1148.9644	2010.2734	3348.2684	3282.85	1353.7697	1271.251	1025.3521	1178.459	132.8915	960.7291	1235.4598	713.1732	44.4076	99.9702	1591.0522	385.7498	1728.2519	1762.0547	1092.9577
"TCGA.78.7542.01A.21R.2066.07"	1995.1196	400.1952	135.5365	1523.8095	2845.7087	473.5411	155.8949	5671.6168	478.6028	1688.6286	857.0034	1434.5674	459.597	876.2463	671.2682	5613.8883	738.1998	134750.8889	206.3724	1346.9985	864.2543	2497.7703	3008.0178	1472.7742	1466.081	2631.5276	849.4736	206.6513	429.7567	829.673	194.1017	331.0326	102.3496	2093.2859	663.1806	2543.401	1915.6383	917.5207
"TCGA.78.7633.01A.11R.2066.07"	2026.5854	932.5345	119.194	42.6104	4744.1504	250.768	143.6662	13515.8479	30.6421	1528.2164	860.2695	1062.9569	653.8394	1081.9588	570.346	1528.7923	827.7359	25947.4337	279.2709	1347.698	1111.6134	3163.0424	3475.915	1527.9285	1155.0875	1223.0338	1359.2144	171.8812	1239.1567	389.8276	253.935	69.6738	112.2842	1981.6718	495.4899	2553.7453	1717.0842	959.8858
"TCGA.78.8640.01A.11R.2403.07"	2185.2662	715.9737	113.7856	116.7031	3619.5478	482.5675	302.2611	2229.6134	311.9942	1281.984	547.3377	1098.1765	554.3399	1895.8425	891.612	4225.2371	804.0846	160228.7381	207.7316	1353.7564	1050.3282	4101.1058	5300.6565	1780.3063	2139.1685	2759.4457	802.3341	113.7856	1106.3457	462.7279	631.9475	495.4048	145.8789	2839.9708	671.043	3243.1802	2336.9803	1307.0751
"TCGA.78.8648.01A.11R.2403.07"	1546.2185	618.029	84.0336	165.0115	4987.7769	395.7219	135.2177	8751.7189	143.3308	1608.8617	503.4377	953.3995	413.2926	1439.2666	744.0794	2220.0153	921.314	41727.2727	525.5921	1472.8801	1608.8617	3798.2124	3362.8724	1296.4095	718.1054	2135.2177	680.6723	226.8908	743.3155	510.3132	122.2307	131.398	122.2307	1721.9251	624.9045	1793.7357	1541.6348	952.6356
"TCGA.78.8655.01A.11R.2403.07"	1245.7251	552.2483	109.563	151.9949	4659.9113	286.8904	112.0963	4937.9354	95.2755	1857.5047	654.2115	849.2717	406.5864	1132.3623	972.1343	2050.0317	683.3439	42072.8309	346.4218	1305.2565	1470.551	3375.7505	3898.0367	1604.1799	1120.9626	1116.5294	915.1362	133.6289	875.8708	1191.2603	334.3889	100.6966	69.6643	1685.2438	499.05	1897.4034	2157.0614	1242.5586
"TCGA.78.8660.01A.11R.2403.07"	1384.2062	929.8039	118.9962	145.2454	5241.084	393.7375	149.3286	1440.2044	480.354	1636.1982	728.5603	922.8041	970.0526	1342.7908	942.6368	4044.1219	501.0675	144359.3453	416.4868	1268.1265	1217.3781	3159.07	5259.7501	2585.2515	1819.3591	4404.0272	869.7225	96.247	933.8871	400.154	52.4983	240.909	200.6603	2250.4287	638.1465	2543.8361	2247.5122	1196.3788
"TCGA.78.8662.01A.11R.2403.07"	1060.225	563.2032	65.5195	42.3561	3540.0397	208.4712	146.9226	5362.6737	384.4077	1228.9874	630.7081	1002.6473	618.1337	582.3958	452.0185	2905.3607	431.5023	77807.4123	201.8531	476.5056	1403.0443	2008.6499	4562.5414	1305.7578	988.7492	1690.9332	612.8392	23.8253	424.2224	606.221	915.2879	223.0311	82.0649	1285.9034	742.5546	1608.2065	1527.4653	843.1502
